STATUS,EMAIL_CTR,URL_CTR,IP_CTR,SP_CTR
1,10,39,5,0
1,10,4,6,9
1,12,2,6,5
1,9,0,9,0
1,12,0,5,0
1,24,4,10,4
1,9,2,7,1
1,11,2,6,5
1,9,3,8,2
1,10,2,4,0
1,10,0,8,0
1,10,1,4,0
1,10,20,5,2
1,11,0,4,7
1,10,8,4,0
1,19,2,15,0
1,14,2,4,4
1,12,6,16,6
1,20,6,4,0
1,9,2,3,4
1,10,1,9,0
1,9,2,6,6
1,10,39,5,4
1,17,11,3,5
1,10,6,7,2
1,11,0,5,2
1,10,16,5,10
1,18,4,10,0
1,13,0,5,4
1,22,1,8,4
1,8,3,4,1
1,24,1,7,8
1,21,2,5,3
1,10,0,4,3
1,10,1,8,1
1,10,0,6,19
1,54,3,5,4
1,12,5,10,1
1,9,16,8,5
1,12,0,4,2
1,9,2,4,4
1,13,27,4,7
1,25,2,5,3
1,9,0,4,6
1,10,2,7,0
1,19,4,5,17
1,10,2,3,2
1,10,2,3,5
1,16,2,5,3
1,15,2,6,1
1,19,4,5,17
1,10,24,28,2
1,9,2,4,1
1,21,2,7,1
1,17,3,5,2
1,10,3,3,3
1,10,2,8,6
1,11,0,6,0
1,15,2,9,0
1,12,1,4,53
1,18,3,5,2
1,11,0,3,7
1,11,1,4,1
1,10,19,6,2
1,10,0,7,0
1,11,6,3,1
1,12,0,5,6
1,9,2,3,0
1,16,16,6,6
1,10,17,5,6
1,18,1,7,7
1,9,0,5,0
1,17,1,6,2
1,23,3,6,2
1,12,0,5,62
1,10,0,8,0
1,20,3,9,2
1,11,0,4,9
1,10,3,9,6
1,12,1,12,0
1,10,13,5,11
1,12,1,12,0
1,10,1,11,0
1,10,0,6,0
1,9,0,5,0
1,9,1,4,16
1,14,24,5,9
1,10,3,9,5
1,28,4,10,7
1,16,3,5,2
1,9,6,9,6
1,10,16,5,3
1,9,2,6,6
1,10,0,5,2
1,11,1,7,1
1,10,0,3,9
1,10,3,4,8
1,18,1,6,6
1,9,3,8,2
1,16,1,5,2
1,10,19,6,3
1,18,2,7,5
1,13,1,5,1
1,14,3,4,6
1,19,1,8,6
1,19,1,8,9
1,11,3,4,2
1,9,1,7,5
1,9,1,7,5
1,12,4,11,6
1,11,25,6,10
1,9,0,5,6
1,19,1,8,9
1,21,1,8,4
1,10,2,5,9
1,14,21,4,17
1,12,17,5,14
1,45,0,3,0
1,19,5,5,3
1,11,0,10,0
1,12,2,4,3
1,25,1,11,0
1,17,5,6,1
1,23,7,4,30
1,10,3,4,3
1,9,1,4,14
1,18,23,5,3
1,11,2,7,1
1,11,1,3,55
1,28,3,4,2
1,9,0,3,0
1,17,0,4,13
1,11,1,4,55
1,11,1,4,55
1,8,5,2,0
1,29,11,5,2
1,29,11,5,2
1,10,3,5,8
1,8,3,2,0
1,10,24,1,7
1,10,24,1,7
1,15,3,6,0
1,16,16,7,6
1,10,27,5,10
1,57,1,8,1
1,18,1,6,7
1,24,11,6,1
1,10,15,3,4
1,20,1,7,9
1,10,3,8,8
1,53,2,5,2
1,10,17,5,12
1,11,6,3,1
1,10,0,9,0
1,9,2,5,2
1,20,1,8,27
1,22,4,7,5
1,12,0,4,5
1,18,4,8,4
1,11,0,4,1
1,10,1,4,76
1,10,23,5,18
1,12,3,9,1
1,19,3,5,2
1,11,10,13,4
1,11,7,3,5
1,10,1,8,1
1,12,2,4,0
1,21,7,3,15
1,10,19,6,2
1,18,4,11,4
1,22,0,3,0
1,12,3,6,5
1,9,4,3,1
1,9,2,6,0
1,9,2,6,0
1,10,26,5,9
1,10,0,8,0
1,12,2,6,1
1,22,1,14,0
1,13,1,7,4
1,10,0,9,1
1,17,15,7,1
1,19,1,12,0
1,11,0,5,0
1,19,0,3,0
1,14,24,3,0
1,10,15,5,0
1,10,2,5,1
1,38,0,3,0
1,18,1,8,10
1,18,5,6,1
1,15,2,8,1
1,10,1,5,7
1,9,0,8,23
1,8,1,1,2
1,7,2,1,1
1,18,2,7,20
1,13,3,6,0
1,10,5,2,1
1,10,5,2,1
1,9,26,2,0
1,17,3,7,0
1,17,3,7,0
1,15,3,2,0
1,23,2,9,0
1,25,2,10,0
1,7,2,1,1
1,4,2,1,0
1,8,4,2,0
1,9,2,5,6
1,11,3,2,19
1,11,3,2,19
1,11,3,2,19
1,11,3,2,19
1,6,1,2,0
1,20,2,6,7
1,62,0,3,0
1,10,0,7,0
1,10,0,6,0
1,12,3,3,12
1,22,3,6,10
1,15,0,7,3
1,13,15,5,8
1,15,20,4,2
1,20,1,6,15
1,12,6,9,12
1,12,2,10,0
1,11,0,5,5
1,9,1,7,2
1,9,2,4,0
1,9,17,4,13
1,10,1,8,0
1,14,16,17,6
1,12,4,15,2
1,12,2,8,3
1,11,6,4,1
1,22,7,7,5
1,24,4,6,4
1,11,1,5,0
1,24,4,6,4
1,23,4,6,9
1,11,0,9,51
1,15,19,5,2
1,14,16,6,8
1,10,28,5,4
1,28,2,8,3
1,8,2,6,0
1,19,6,8,0
1,12,0,10,0
1,11,3,4,3
1,11,1,3,55
1,10,2,7,2
1,10,45,6,6
1,14,11,4,4
1,11,1,6,2
1,31,6,9,3
1,20,2,7,4
1,24,8,5,3
1,12,44,4,6
1,11,0,5,12
1,24,2,8,3
1,18,10,4,9
1,11,22,6,3
1,13,19,4,9
1,10,3,4,7
1,12,0,7,4
1,12,0,6,2
1,10,1,5,7
1,10,1,5,7
1,20,3,5,1
1,24,8,5,3
1,13,0,10,2
1,10,1,9,0
1,15,4,5,18
1,28,2,6,3
1,10,1,4,0
1,15,12,5,2
1,10,28,5,26
1,24,6,9,3
1,13,0,5,14
1,22,3,9,2
1,11,0,7,0
1,36,2,6,0
1,11,1,3,79
1,40,15,5,1
1,17,5,6,1
1,13,19,4,9
1,11,0,9,23
1,23,6,6,3
1,28,4,6,0
1,11,1,6,12
1,11,1,10,0
1,12,3,4,7
1,10,3,4,10
1,11,4,14,2
1,15,4,5,18
1,9,3,7,2
1,12,0,5,6
1,12,3,6,4
1,9,3,9,1
1,23,4,8,50
1,13,0,6,50
1,11,4,8,2
1,18,11,13,1
1,12,6,7,11
1,11,1,4,55
1,10,2,5,2
1,15,2,12,3
1,12,32,4,9
1,11,3,4,3
1,10,1,5,0
1,15,5,4,2
1,11,3,4,6
1,11,7,3,5
1,10,16,5,3
1,12,68,4,4
1,9,2,7,1
1,11,3,4,3
1,10,0,10,0
1,9,3,7,1
1,24,9,5,4
1,19,2,5,0
1,31,10,9,8
1,23,7,9,20
1,10,2,6,3
1,12,0,5,2
1,15,26,4,9
1,12,51,4,4
1,21,0,6,43
1,11,3,10,2
1,22,7,5,4
1,11,2,12,0
1,10,13,5,3
1,9,0,7,6
1,11,4,5,1
1,9,2,6,2
1,10,3,4,7
1,10,2,5,4
1,23,7,9,20
1,15,15,4,6
1,16,4,11,4
1,11,4,11,2
1,11,3,4,3
1,11,0,5,10
1,11,0,3,8
1,13,16,3,14
1,25,37,6,4
1,11,2,4,3
1,13,7,6,9
1,17,1,8,3
1,10,0,3,0
1,12,52,4,4
1,15,17,4,8
1,10,13,5,1
1,11,1,5,76
1,12,15,4,7
1,57,2,8,4
1,21,8,5,0
1,22,4,6,8
1,11,1,3,0
1,11,3,5,4
1,15,27,4,3
1,28,0,5,15
1,28,0,5,15
1,10,15,5,6
1,12,8,5,5
1,11,2,5,2
1,12,0,6,13
